model,epoch,loss,val_loss,pr_auc,val_pr_auc,roc_auc,val_roc_auc
LogisticNN,31,1.0498825311660767,0.5667529702186584,0.1613004207611084,0.15379765629768372,0.7948421835899353,0.7874043583869934
LogisticNN,32,1.0495857000350952,0.5686699748039246,0.1614052951335907,0.15391023457050323,0.7950855493545532,0.7873639464378357
LogisticNN,33,1.049562931060791,0.568847119808197,0.16136325895786285,0.1539447009563446,0.7950502634048462,0.7873718738555908
LogisticNN,34,1.0495518445968628,0.5688445568084717,0.1613607406616211,0.15397416055202484,0.7950395941734314,0.7873911261558533
LogisticNN,35,1.0495424270629883,0.5688356161117554,0.16135358810424805,0.15396350622177124,0.7950410842895508,0.7873868942260742
LogisticNN,36,1.0495333671569824,0.5688320994377136,0.16133800148963928,0.15391987562179565,0.7950425148010254,0.7873857617378235
LogisticNN,37,1.0495245456695557,0.5688304901123047,0.16133812069892883,0.1539386808872223,0.7950353622436523,0.787402331829071
LogisticNN,38,1.049365758895874,0.5693938732147217,0.1614205688238144,0.15393590927124023,0.795163094997406,0.7873770594596863
LogisticNN,39,1.0493592023849487,0.5695988535881042,0.16138391196727753,0.15394483506679535,0.7951474189758301,0.787409245967865
LogisticNN,40,1.0493541955947876,0.5696676969528198,0.16137227416038513,0.15395474433898926,0.795141339302063,0.7874043583869934
LogisticNN,41,1.0493494272232056,0.5696892142295837,0.16136743128299713,0.1539531648159027,0.7951384782791138,0.7874125838279724
LogisticNN,42,1.0492676496505737,0.5698341727256775,0.1614316999912262,0.1539222002029419,0.7951933145523071,0.7873862981796265
MLP,1,1.5533103942871094,0.6028662323951721,0.08574172109365463,0.12638363242149353,0.6068134903907776,0.7200156450271606
MLP,2,1.2166924476623535,0.593034029006958,0.11695829033851624,0.14298267662525177,0.7003858089447021,0.7447198033332825
MLP,3,1.175112009048462,0.585372805595398,0.1286931037902832,0.14962106943130493,0.7235674858093262,0.7588282227516174
MLP,4,1.151917576789856,0.5870723724365234,0.1375124305486679,0.15268740057945251,0.7375362515449524,0.7676512002944946
MLP,5,1.1318055391311646,0.5784807801246643,0.14078913629055023,0.1546250283718109,0.7499828934669495,0.7744491696357727
MLP,6,1.1198982000350952,0.5691522359848022,0.14303739368915558,0.15573501586914062,0.757310152053833,0.7788443565368652
MLP,7,1.1060667037963867,0.5680261850357056,0.14876879751682281,0.15639986097812653,0.7648757696151733,0.7827423214912415
MLP,8,1.0932300090789795,0.5709001421928406,0.1497306525707245,0.15705594420433044,0.772553563117981,0.7854565382003784
MLP,9,1.0864171981811523,0.5677675008773804,0.1510174572467804,0.15761108696460724,0.7759286761283875,0.7874574065208435
MLP,10,1.075292706489563,0.5678985118865967,0.1535143107175827,0.15864530205726624,0.781430721282959,0.7893185615539551
MLP,11,1.0676422119140625,0.5558480620384216,0.15604063868522644,0.1596503108739853,0.7850103378295898,0.7909548282623291
MLP,12,1.0621260404586792,0.5465410351753235,0.15691490471363068,0.16004779934883118,0.7875271439552307,0.7920487523078918
MLP,13,1.0526589155197144,0.5516397356987,0.15773865580558777,0.16163498163223267,0.7907431721687317,0.793657124042511
MLP,14,1.0450963973999023,0.5487338900566101,0.16033996641635895,0.16231948137283325,0.7938601970672607,0.7946398258209229
MLP,15,1.0353420972824097,0.5436569452285767,0.1630282700061798,0.1640288531780243,0.7979526519775391,0.7956297397613525
MLP,16,1.0333819389343262,0.5449934601783752,0.1639186143875122,0.1648736149072647,0.797934353351593,0.7966939210891724
MLP,17,1.0237452983856201,0.5406693816184998,0.16611459851264954,0.16540886461734772,0.8014859557151794,0.7974070310592651
MLP,18,1.018415927886963,0.5468753576278687,0.16781851649284363,0.16709819436073303,0.8035145401954651,0.7981023788452148
MLP,19,1.0148000717163086,0.5431956052780151,0.16820070147514343,0.16699162125587463,0.8047630190849304,0.798190712928772
MLP,20,1.0093966722488403,0.5373219847679138,0.1686989665031433,0.16717135906219482,0.8064615726470947,0.798167884349823
MLP,21,1.0015040636062622,0.5315802097320557,0.17220938205718994,0.16860944032669067,0.808784544467926,0.799619197845459
MLP,22,0.99454265832901,0.534134566783905,0.17496009171009064,0.16822880506515503,0.8112553358078003,0.7999118566513062
MLP,23,0.9930456280708313,0.5427987575531006,0.17309503257274628,0.16936522722244263,0.8104654550552368,0.8005636930465698
MLP,24,0.9875494241714478,0.5238674879074097,0.1778106540441513,0.16966600716114044,0.8126766085624695,0.8006423711776733
MLP,25,0.9813873171806335,0.5318627953529358,0.17796476185321808,0.17117822170257568,0.8150668740272522,0.8013989925384521
MLP,26,0.9792918562889099,0.5289005041122437,0.17664502561092377,0.17154183983802795,0.8148712515830994,0.8010938167572021
MLP,27,0.9748277068138123,0.5245067477226257,0.1795354187488556,0.17080315947532654,0.8166053891181946,0.80074143409729
MLP,28,0.9686552286148071,0.5309131145477295,0.18507884442806244,0.17109929025173187,0.8188924193382263,0.8015437126159668
MLP,29,0.9678626656532288,0.5281592011451721,0.18025881052017212,0.17082002758979797,0.8188263773918152,0.8011728525161743
MLP,30,0.9630850553512573,0.5270338654518127,0.18141736090183258,0.17019061744213104,0.8201994895935059,0.7998173236846924
MLP,31,0.9551657438278198,0.5168501734733582,0.18419675529003143,0.1717972755432129,0.8229071497917175,0.8022074103355408
MLP,32,0.9532291889190674,0.5180394053459167,0.1835470348596573,0.17124420404434204,0.8228667974472046,0.8019738793373108
MLP,33,0.9425992965698242,0.5116361379623413,0.1882232427597046,0.1717829704284668,0.8267320394515991,0.8020214438438416
MLP,34,0.9419097900390625,0.5137425661087036,0.18575666844844818,0.17232646048069,0.8272312879562378,0.8022470474243164
MLP,35,0.9428430795669556,0.5197410583496094,0.18837642669677734,0.17311197519302368,0.8261054158210754,0.8026501536369324
MLP,36,0.9400539398193359,0.5052501559257507,0.18864479660987854,0.17174963653087616,0.8275416493415833,0.8017876744270325
MLP,37,0.9384385943412781,0.5114219784736633,0.18850061297416687,0.17242765426635742,0.8275906443595886,0.8022725582122803
MLP,38,0.9316171407699585,0.50627601146698,0.1917138546705246,0.17268158495426178,0.8298124074935913,0.8022991418838501
MLP,39,0.9374076724052429,0.5130695700645447,0.1890365481376648,0.17299365997314453,0.8279186487197876,0.8020097613334656
MLP,40,0.9266538023948669,0.501571774482727,0.19240637123584747,0.1728726327419281,0.8309894800186157,0.8024590015411377
MLP,41,0.9225374460220337,0.49944373965263367,0.1912918984889984,0.17316818237304688,0.8322067260742188,0.8025115728378296
MLP,42,0.9209662675857544,0.49984127283096313,0.19202780723571777,0.1731545329093933,0.8325619697570801,0.8025074005126953
MLP,43,0.9275895357131958,0.49756866693496704,0.19378980994224548,0.17284485697746277,0.8311291337013245,0.8021714091300964
MLP,44,0.9154607653617859,0.5056686401367188,0.1978023499250412,0.17290277779102325,0.8348196148872375,0.8022800087928772
MLP,45,0.9159819483757019,0.5060165524482727,0.19683799147605896,0.17314445972442627,0.8344356417655945,0.8024313449859619
MLP,46,0.9166737794876099,0.5075186491012573,0.19547131657600403,0.1733027994632721,0.834364652633667,0.802322268486023
MLP,47,0.9214731454849243,0.5026313066482544,0.191648930311203,0.1733129620552063,0.8331145644187927,0.8025197982788086
MLP,48,0.9159775972366333,0.5055734515190125,0.19478389620780945,0.17318761348724365,0.8339412808418274,0.8023654222488403
MLP,49,0.9172399640083313,0.505307137966156,0.1930440068244934,0.1731969267129898,0.8340232968330383,0.8025308847427368
MLP,50,0.9218037724494934,0.5077961087226868,0.19473503530025482,0.1731089949607849,0.8328136205673218,0.802071750164032
MLP,51,0.9136863946914673,0.511093020439148,0.19748686254024506,0.17330393195152283,0.8354296088218689,0.8024570941925049
MLP,52,0.9151251316070557,0.509506344795227,0.19674989581108093,0.1732291579246521,0.8350256085395813,0.8025287389755249
MLP,53,0.9136002659797668,0.5111829042434692,0.1952393651008606,0.17353138327598572,0.8349915742874146,0.8025702238082886
MLP,54,0.9169473052024841,0.5112907290458679,0.1937667280435562,0.17354553937911987,0.8340981006622314,0.8027142286300659
MLP,55,0.9162142872810364,0.5112339854240417,0.19406463205814362,0.17348185181617737,0.8335492014884949,0.8025307655334473
MLP,56,0.9089347124099731,0.506850004196167,0.19949722290039062,0.17344093322753906,0.8371307253837585,0.8024774789810181
MLP,57,0.9152175784111023,0.5104673504829407,0.1950322538614273,0.17356204986572266,0.8344748020172119,0.8024371862411499
MLP,58,0.9113040566444397,0.5112072825431824,0.1960495412349701,0.1734256148338318,0.8357375264167786,0.8023896217346191
MLP,59,0.909020185470581,0.5109337568283081,0.1981019824743271,0.17348909378051758,0.8365290760993958,0.8023349046707153
MLP,60,0.909518837928772,0.5112497806549072,0.1948917955160141,0.17343828082084656,0.8359376192092896,0.8023611307144165
DeepMLP,1,1.6588650941848755,0.3991597592830658,0.09107013046741486,0.12707483768463135,0.6404790282249451,0.7249579429626465
DeepMLP,2,1.282277226448059,0.542113721370697,0.10369446128606796,0.13868427276611328,0.6856933236122131,0.7393978834152222
DeepMLP,3,1.2125232219696045,0.552061140537262,0.11501810699701309,0.14672991633415222,0.7120506763458252,0.7512953281402588
DeepMLP,4,1.1799947023391724,0.5639381408691406,0.12149111181497574,0.15283823013305664,0.7257936000823975,0.7625282406806946
DeepMLP,5,1.1539422273635864,0.5353907346725464,0.1288086473941803,0.15472668409347534,0.7384746074676514,0.7712548971176147
DeepMLP,6,1.121692419052124,0.5655033588409424,0.14194075763225555,0.15914876759052277,0.7550225853919983,0.778002917766571
DeepMLP,7,1.1059420108795166,0.5441241264343262,0.1398571878671646,0.16462445259094238,0.7625530362129211,0.7882757186889648
DeepMLP,8,1.086997628211975,0.5493345856666565,0.14395710825920105,0.16490551829338074,0.7719368934631348,0.7912257313728333
DeepMLP,9,1.0673673152923584,0.5424723625183105,0.1510986089706421,0.16722743213176727,0.7802566289901733,0.794340968132019
DeepMLP,10,1.056674599647522,0.5298731327056885,0.1503729224205017,0.16945943236351013,0.7841228246688843,0.7989634871482849
DeepMLP,11,1.049720048904419,0.5102425217628479,0.1518404632806778,0.16911886632442474,0.7864575386047363,0.7986376881599426
DeepMLP,12,1.0429078340530396,0.5415284633636475,0.1567956656217575,0.17125964164733887,0.7897710800170898,0.7993527054786682
DeepMLP,13,1.0295209884643555,0.5222718715667725,0.1574760377407074,0.17253321409225464,0.7951339483261108,0.8022396564483643
DeepMLP,14,1.0274837017059326,0.544183611869812,0.15948104858398438,0.17293110489845276,0.7961685657501221,0.8019018173217773
DeepMLP,15,1.0249868631362915,0.5093749761581421,0.16144858300685883,0.17317822575569153,0.7971183061599731,0.8021873235702515
DeepMLP,16,1.0170111656188965,0.5417407751083374,0.1639418751001358,0.17375031113624573,0.7998942732810974,0.8023265600204468
DeepMLP,17,1.0126879215240479,0.5288697481155396,0.1625298708677292,0.17398706078529358,0.802237868309021,0.801978349685669
DeepMLP,18,1.0047842264175415,0.540818989276886,0.16951969265937805,0.17546111345291138,0.8056449294090271,0.8033413887023926
DeepMLP,19,0.9990407824516296,0.5328534245491028,0.16607187688350677,0.17703375220298767,0.806559681892395,0.8028594255447388
DeepMLP,20,0.9947327971458435,0.5104371905326843,0.16903790831565857,0.1778964251279831,0.8091356754302979,0.8031691312789917
DeepMLP,21,0.9915409684181213,0.5504167675971985,0.1680370420217514,0.17809045314788818,0.8090230226516724,0.8035910725593567
DeepMLP,22,0.9859511256217957,0.5342757105827332,0.17098309099674225,0.17865392565727234,0.8122846484184265,0.8042894601821899
DeepMLP,23,0.9785814881324768,0.533473789691925,0.17499448359012604,0.17716771364212036,0.8144811391830444,0.8026347160339355
DeepMLP,24,0.9800016283988953,0.5183514356613159,0.17387570440769196,0.17801277339458466,0.8140908479690552,0.8026835918426514
DeepMLP,25,0.9709057807922363,0.5305387377738953,0.17504854500293732,0.17796018719673157,0.8171483278274536,0.8019654154777527
DeepMLP,26,0.9688020348548889,0.5346829891204834,0.17701633274555206,0.17941702902317047,0.8177740573883057,0.8030104637145996
DeepMLP,27,0.9679309129714966,0.5226311087608337,0.1757058948278427,0.17875468730926514,0.8173254728317261,0.8019393682479858
DeepMLP,28,0.9651972651481628,0.5362014174461365,0.17683011293411255,0.17751675844192505,0.8187465667724609,0.8012555241584778
DeepMLP,29,0.953348696231842,0.5245548486709595,0.1796567142009735,0.17692771553993225,0.8218985795974731,0.79998779296875
DeepMLP,30,0.9520953297615051,0.5306829214096069,0.18045315146446228,0.17924857139587402,0.8234944343566895,0.801129162311554
DeepMLP,31,0.9462597966194153,0.5253995656967163,0.18398544192314148,0.17886045575141907,0.8262650966644287,0.8018091917037964
DeepMLP,32,0.9393240809440613,0.524304211139679,0.1814442276954651,0.17890183627605438,0.8275049328804016,0.8018048405647278
DeepMLP,33,0.9328927993774414,0.5367821455001831,0.18561819195747375,0.1801740527153015,0.8297978043556213,0.8010073900222778
DeepMLP,34,0.9306871891021729,0.5241721868515015,0.1867654174566269,0.17926549911499023,0.8304522633552551,0.8015520572662354
DeepMLP,35,0.9281473159790039,0.5213295221328735,0.18717460334300995,0.1782991886138916,0.8314105272293091,0.7996102571487427
DeepMLP,36,0.9208887815475464,0.527899444103241,0.18982891738414764,0.17850805819034576,0.8339588642120361,0.8005937933921814
DeepMLP,37,0.9275169372558594,0.5198173522949219,0.1890343725681305,0.17854416370391846,0.8317667245864868,0.8010886907577515
DeepMLP,38,0.9151732325553894,0.5175370573997498,0.19264625012874603,0.17912572622299194,0.8358573913574219,0.8013534545898438
DeepMLP,39,0.9125505685806274,0.5079752802848816,0.19138552248477936,0.17924155294895172,0.8364204168319702,0.8007771372795105
DeepMLP,40,0.905229926109314,0.5096902251243591,0.19370894134044647,0.17856059968471527,0.838527262210846,0.8007097244262695
DeepMLP,41,0.9067931771278381,0.5087592005729675,0.19233490526676178,0.17848873138427734,0.8379274010658264,0.8003963232040405
