feature,mean_no_default,mean_default,difference_pct
int_rate,13.030057319190407,16.019092259022507,0.22939537920757339
dti,18.07683253407655,18.44423440290959,0.02032446050160895
annual_inc,75641.89169611692,65128.91655368326,-0.13898350380591212
revol_util,54.76443606755133,59.44300221891899,0.08543073730544219
loan_amnt,14755.476206358971,14573.018486237544,-0.012365424034420223
credit_history_years,16.45120250886757,14.893442299553099,-0.09468974735888173
